reply_text,reply_username,reply_date,language,tweet_id
আজ ভারতের প্রথম প্রধানমন্ত্রী পণ্ডিত জওহরলাল নেহরুর মৃত্যুবার্ষিকী।তাঁর স্বাধীনতা সংগ্রাম ও দেশ গঠনের অবদান চিরস্মরণীয়। শ্রদ্ধাঞ্জলি। #JawaharlalNehru #DeathAnniversary #AITCWorkers #WhiteBrigade,@AbhishekAsopa8,2025-05-27T04:37:38.000Z,bn,-6874775965377670000
আজ ভারতের প্রথম প্রধানমন্ত্রী পণ্ডিত জওহরলাল নেহরুর মৃত্যুবার্ষিকী।তাঁর স্বাধীনতা সংগ্রাম ও দেশ গঠনের অবদান চিরস্মরণীয়। শ্রদ্ধাঞ্জলি। #JawaharlalNehru #DeathAnniversary #AITCWorkers #WhiteBrigade,@RajDas29275454,2025-05-27T04:43:12.000Z,bn,-6874775965377670000
চাচা নেহরুর দূরদৃষ্টি ও নেতৃত্ব ভারতকে নতুন পথ দেখিয়েছিল। তাঁর মৃত্যুবার্ষিকীতে তাঁকে স্মরণ করি ও শ্রদ্ধা নিবেদন করি। #JawaharlalNehru #DeathAnniversary #AITCWorkers #WhiteBrigade,@DebrajBhat22217,2025-05-27T05:42:44.000Z,bn,-6874775965377670000
#Raw.ib Hell to be continued finished the universe till the ends with body on planet earth,@SunilPaswa18207,2025-05-28T11:36:17.000Z,en,-6874775965377670000
#Dictatorship come through Narendra modi by Indian on India,@SunilPaswa18207,2025-05-28T11:36:31.000Z,en,-6874775965377670000
#Dictatorship come through Narendra modi by Indian on India,@SunilPaswa18207,2025-05-28T11:36:43.000Z,en,-6874775965377670000
Nehru didn't envisage Bengal to be a Sh!t hole,@cricketsi56,2025-05-29T07:49:02.000Z,en,-6874775965377670000
"Mamata Didi iss Shasmita Law 4 saalPadi hai, sub Indian law jaante hue bhi isne hamare bhagwan ko nangi nangi Gaaliyan  di hai.koi hindu ladki gaali degi tho chalega haan.She will turn out to be another Sadvi Pragya Malegaun Murderer if not arrested. you want all girls future",@Wisely399741,2025-06-01T01:09:02.000Z,hi,-6874775965377670000
The Brain you have from Madarsha You talk like Madarsha,@ROHITLUVRAJA,2025-06-02T19:06:29.000Z,en,-6874775965377670000
"What about RG Kar victim? What about Sandesh khali victims?  What about Murshidabad victims?  What about sacked, rightful teachers?  Didi k Vote Debo na #NoVotetoTMC",@Usrname_Selctn,2025-06-23T23:48:51.000Z,en,-6874775965377670000
Didi Nomoskar ami Dankuni Kolkatar basinda ami apnar Akjon kub Peaio votar Amar Akbar apnar shate khota blolar icche..,@sekh_hamza,2025-06-24T12:10:21.000Z,in,-6874775965377670000
#Dictatorship come through Narendra modi by Indian on India,@SunilPaswa18207,2025-05-28T11:36:43.000Z,en,-6874775965377670000
Nehru didn't envisage Bengal to be a Sh!t hole,@cricketsi56,2025-05-29T07:49:02.000Z,en,-6874775965377670000
"Mamata Didi iss Shasmita Law 4 saalPadi hai, sub Indian law jaante hue bhi isne hamare bhagwan ko nangi nangi Gaaliyan  di hai.koi hindu ladki gaali degi tho chalega haan.She will turn out to be another Sadvi Pragya Malegaun Murderer if not arrested. you want all girls future",@Wisely399741,2025-06-01T01:09:02.000Z,hi,-6874775965377670000
The Brain you have from Madarsha You talk like Madarsha,@ROHITLUVRAJA,2025-06-02T19:06:29.000Z,en,-6874775965377670000
"What about RG Kar victim? What about Sandesh khali victims?  What about Murshidabad victims?  What about sacked, rightful teachers?  Didi k Vote Debo na #NoVotetoTMC",@Usrname_Selctn,2025-06-23T23:48:51.000Z,en,-6874775965377670000
Didi Nomoskar ami Dankuni Kolkatar basinda ami apnar Akjon kub Peaio votar Amar Akbar apnar shate khota blolar icche..,@sekh_hamza,2025-06-24T12:10:21.000Z,in,-6874775965377670000
Bhaaag Chudheil,@ImDhurve95,2025-06-01T09:04:55.000Z,hi,-7358923515258910000
Mamta didi bye bye,@Shashi940310,2025-05-30T01:24:13.000Z,ht,-7358923515258910000
আন্তরিক শ্রদ্ধার্ঘ্য।,@AktarMallick17,2025-05-30T02:35:33.000Z,bn,-7358923515258910000
প্রখ্যাত চলচ্চিত্র পরিচালক ঋতুপর্ণ ঘোষ-এর মৃত্যুবার্ষিকীতে জানাই সশ্রদ্ধ প্রণাম।  #RituparnoGhosh #FilmDirector #DeathAnniversary,@BirendraTMYC,2025-05-30T03:18:29.000Z,bn,-7358923515258910000
दीदी ओ दीदी अभी थोड़े दिन इस अनपढ़ जुमले से दूर ही रहो तो अच्छा होगा क्योंकि अभी तो इसके सर पर पराई औरतों की मांग में सिन्दूर भरने का भूत सवार हो रखा है।  @narendramodi  @nehafolksinger  @ABPNews  @news24tvchannel  @abhisar_sharma  @ravishndtv  @ajitanjum  @BJP4India  @SanjayAzadSln  @ANI,@Sandeep33131045,2025-05-30T04:04:04.000Z,hi,-7358923515258910000
"ঋতুপর্ণ ঘোষের মৃত্যুবার্ষিকীতে শ্রদ্ধাঞ্জলি।তাঁর সিনেমা আমাদের হৃদয়ে চিরস্থায়ী। ঋতু, তুমি অমর। #RituparnoGhosh #DeathAnniversary @MamataOfficial  #MamataBanerjee  #AITCWorkers #WhiteBrigade",@Tulikarmakar90,2025-05-30T04:39:15.000Z,bn,-7358923515258910000
ঋতুপর্ণের সৃষ্টি চলচ্চিত্রের ধ্রুবতারা। মৃত্যুবার্ষিকীতে শ্রদ্ধাঞ্জলি জানাই। তাঁর কাজ চিরজাগরূক। #RituparnoGhosh #DeathAnniversary @MamataOfficial  #MamataBanerjee  #AITCWorkers #WhiteBrigade,@Tulikarmakar90,2025-05-30T04:40:05.000Z,bn,-7358923515258910000
"দিদি  @MamataOfficial  ""মমতা বন্দ্যোপাধ্যায় দিদিকে নিজের হাতে তৈরি একটি উপহার দিতে চাই। একজন নেতা নয়, একজন মানুষ হিসেবে তার প্রতি আমার ভালোবাসা এবং শ্রদ্ধার একটি ছোট্ট প্রতিফলন এটি। আশা করি দিদি এটি গ্রহণ করবেন। """,@JJoriwala,2025-05-30T05:31:27.000Z,bn,-7358923515258910000
#ReleaseSharmistha,@AntiNehruGandhi,2025-05-31T10:21:32.000Z,qme,-7358923515258910000
Randi mamata,@RajC_arts000,2025-06-01T02:37:47.000Z,in,-7358923515258910000
নমান,@ShahnawazAslamm,2025-05-30T01:17:35.000Z,bn,-7358923515258910000
Chal randi,@Hindutva_Ghost,2025-05-31T18:00:45.000Z,ht,-7358923515258910000
#ReleaseSharmistha,@rahuldss608,2025-05-31T18:43:28.000Z,qme,-7358923515258910000
Last maestro of bangla cinema....,@jghosh2ster,2025-05-30T01:25:27.000Z,es,-7358923515258910000
"ঋতুপর্ণ ঘোষের মৃত্যুবার্ষিকীতে শ্রদ্ধাঞ্জলি। তাঁর সিনেমা আমাদের চিরঋণী। ঋতু, তুমি অমর। #RituparnoGhosh #DeathAnniversary @MamataOfficial  #MamataBanerjee  #AITCWorkers #WhiteBrigade",@RajDas29275454,2025-05-30T02:29:29.000Z,bn,-7358923515258910000
pranam,@Santanu66375580,2025-05-30T02:30:46.000Z,in,-7358923515258910000
Ay bhangar manush. Desh ki gaddar Mamta he. PM is a pride of our nation and don't even try to cross his way. Garibo aur muslims ko power karna bandh karo. Sabka sath sab ka vikas karo. TMC bhagao or Make bangal great again. Corrupted TMC,@Nishant_shah21,2025-05-30T02:45:39.000Z,tl,-7358923515258910000
"খ্যাতনামা চলচ্চিত্র পরিচালক ""ঋতুপর্ণ ঘোষে'র"" মৃত্যুবার্ষিকীতে ""গয়েশপুর শহর তৃণমূল কংগ্রেসের"" পক্ষ থেকে জানাই আন্তরিক শ্রদ্ধাঞ্জলি",@KUSHALD45653860,2025-05-30T03:27:41.000Z,bn,-7358923515258910000
উনি যেখানেই থাকুক খুব ভালো আছেন অন্ততঃ আপনার দ্বিচারিতা রাজনীতি থেকে রেহাই পেয়েছেন।,@Behuman_123,2025-05-30T03:29:33.000Z,bn,-7358923515258910000
বিনম্র শ্রদ্ধাঞ্জলি,@GhoshBaishakh,2025-05-30T03:34:43.000Z,bn,-7358923515258910000
উত্তর দমদম কাঁদিহাটির রাস্তা খুব খারাপ কাউন্সিলার কে জানিয়ে কোনো কাজ হয়নি।,@Shiben,2025-06-01T10:16:18.000Z,bn,-7358923515258910000
Didi Tera damaad diwana! Hai Ram Hindu kudiyoko hai inhe phasana!!,@maddy_k_j,2025-06-01T12:33:37.000Z,hi,-7358923515258910000
"ঋতুপর্ণ ঘোষ ছিলেন কেবলমাত্র একজন পরিচালক নন, তিনি ছিলেন বাঙালির আবেগ, অনুভব আর চিন্তার এক অনন্য কণ্ঠস্বর। তাঁর সৃষ্টি আমাদের এখনও নাড়া দেয়, ভাবায়, কাঁদায়। তাঁর প্রতি আপনার এই শ্রদ্ধাঞ্জলি হৃদয় ছুঁয়ে গেল। ঋতু আমাদের সংস্কৃতির গর্ব, তাঁকে ভোলা যায় না। শ্রদ্ধা ও প্রণাম।",@Impression88988,2025-05-30T01:07:30.000Z,bn,-7358923515258910000
Chup baith re luv di.,@harry_b007,2025-05-31T09:40:15.000Z,en,-7358923515258910000
Shame on you Mamta Banerjee,@JIHADIMULA,2025-05-31T16:00:11.000Z,en,-7358923515258910000
শ্রদ্ধাঞ্জলি,@AnkitaKarm65295,2025-05-30T03:41:05.000Z,bn,-7358923515258910000
বিনম্র শ্রদ্ধাঞ্জলী,@SangitaMon672,2025-05-30T03:48:15.000Z,bn,-7358923515258910000
OBC case ta mitan,@SkbulbulI,2025-05-30T03:51:04.000Z,ht,-7358923515258910000
ঋতুপর্ণের সৃষ্টি চলচ্চিত্রের ধ্রুবতারা। মৃত্যুবার্ষিকীতে শ্রদ্ধাঞ্জলি জানাই। তাঁর কাজ চিরজাগরূক। #RituparnoGhosh #DeathAnniversary @MamataOfficial  #MamataBanerjee  #AITCWorkers #WhiteBrigade,@DevrajAITC,2025-05-30T03:58:29.000Z,bn,-7358923515258910000
ঋতুপর্ণের সৃষ্টি চলচ্চিত্রের ধ্রুবতারা। মৃত্যুবার্ষিকীতে শ্রদ্ধাঞ্জলি জানাই। তাঁর কাজ চিরজাগরূক। #RituparnoGhosh #DeathAnniversary @MamataOfficial  #MamataBanerjee  #AITCWorkers #WhiteBrigade,@DebrajBhat22217,2025-05-30T04:01:38.000Z,bn,-7358923515258910000
জাতির মেরুদণ্ড ভেঙে দিয়ে এসব বিলাসিতা না করাই ভাল।,@ripan819,2025-05-30T04:15:22.000Z,bn,-7358923515258910000
Shradhanjali,@TuluAITC,2025-05-30T05:17:20.000Z,hi,-7358923515258910000
ঋতুর সিনেমা জীবনের আয়না। মৃত্যুবার্ষিকীতে তাঁকে শ্রদ্ধা জানাই। তুমি চিরস্মরণীয়। #RituparnoGhosh #DeathAnniversary @MamataOfficial  #MamataBanerjee  #AITCWorkers #WhiteBrigade,@SangramiAitc,2025-05-30T05:29:14.000Z,bn,-7358923515258910000
"ম্যাডাম, যদি অনুগ্রহ করে ঋতুপর্ণ ঘোষকে রূপকলা কেন্দ্রের একাডেমিক ডিসকোর্সের আওতায় অন্তর্ভুক্ত করা যায়, তাহলে খুবই ভাল হয় বলে মনে করি।",@Analog_ACE,2025-05-30T07:26:36.000Z,bn,-7358923515258910000
"মমতা বন্দ্যোপাধ্যায় সরকার দূর্নীতি করা শিক্ষক শিক্ষিকাদের চাকরী পাইয়ে দেওয়ার জন্য ""সুবিধাবাদী নোটিফিকেশন"" দিয়েছেন। মমতা বন্দোপাধ্যায় আপনি এটা ভূলে যাবেন না .... সংবিধানের Article 16 বলে কিছু আছে। আপনি এভাবে কাউকে সুবিধা পাইয়ে দিতে পারেন না। Competitive Exam সবার জন্য সমান।",@AnitaSa50555157,2025-05-30T07:48:46.000Z,bn,-7358923515258910000
"ঋতুপর্ণ ঘোষের মৃত্যুবার্ষিকীতে শ্রদ্ধাঞ্জলি।তাঁর সিনেমা আমাদের হৃদয়ে চিরস্থায়ী। ঋতু, তুমি অমর। #RituparnoGhosh #DeathAnniversary @MamataOfficial  #MamataBanerjee  #AITCWorkers #WhiteBrigade",@IsmailS51886555,2025-05-30T07:55:53.000Z,bn,-7358923515258910000
"Didi...you take a high moralistic ground, but a bit look inside will tell you serious flaws: [5/9/2024, 20:13] avinash zutshi wrote to:  Dear Mr.Firhad H, An update t U &KEIIP wrt remuneration yet not received for 5Ms from 03/2020- 07/2020  Rgds, Ex.TL-PMC to KEIIP M: 9811758762",@ZutshiAvinash,2025-05-30T08:08:51.000Z,en,-7358923515258910000
"যে কদর্য ভাষায় অনুব্রত মন্ডল একজন পুলিশ তথা সরকারি কর্মীকে যে ভাবে গালাগালি করলেন মা স্ত্রীকে নিয়ে,তার শাস্তি শো কজ। আপনি তো পুলিশ মন্ত্রী। একজন সাধারণ মানুষ একই অপরাধ করলে তাকে এভাবে ছেড়ে দিতেন?? নাকি ভোট বড় বালাই  @WBPolice  @AITCofficial",@SwarupD08081111,2025-05-30T12:14:56.000Z,bn,-7358923515258910000
Doya kore apni joggo chakrihara der o bhulben na.,@Sulagna72615051,2025-05-30T12:20:43.000Z,hi,-7358923515258910000
অনুব্রত এর খিস্তি গুলো শুনেছেন ?  কি খিস্তি দিলো পুলিশ কে পুরো তোলামুলি সংস্কার,@chotapanditno1,2025-05-30T04:02:27.000Z,bn,-7358923515258910000
"যে কদর্য ভাষায় অনুব্রত মন্ডল একজন পুলিশ তথা সরকারি কর্মীকে যে ভাবে গালাগালি করলেন মা স্ত্রীকে নিয়ে,তার শাস্তি শো কজ। আপনি তো পুলিশ মন্ত্রী। একজন সাধারণ মানুষ একই অপরাধ করলে তাকে এভাবে ছেড়ে দিতেন?? নাকি ভোট বড় বালাই  @WBPolice  @AITCofficial",@SwarupD08081111,2025-05-30T12:14:56.000Z,bn,-7358923515258910000
Doya kore apni joggo chakrihara der o bhulben na.,@Sulagna72615051,2025-05-30T12:20:43.000Z,hi,-7358923515258910000
অনুব্রত এর খিস্তি গুলো শুনেছেন ?  কি খিস্তি দিলো পুলিশ কে পুরো তোলামুলি সংস্কার,@chotapanditno1,2025-05-30T04:02:27.000Z,bn,-7358923515258910000
Master                             Master’s Slaves,@PrinceYadav2517,2025-05-31T20:08:28.000Z,da,-7358923515258910000
Please save us didi. Only you can save us.#SaveUntaintedTeachersWbssc2016,@Sulagna72615051,2025-05-22T19:53:48.000Z,en,-7569576691552900000
I announce your party bikhari no 1 in India.,@Sakti9967,2025-05-20T10:02:32.000Z,en,-7569576691552900000
#SaveUntaintedTeachersWbssc2016,@RatnaAchar25688,2025-05-21T08:08:59.000Z,qme,-7569576691552900000
#SaveUntaintedTeachersWbssc2016,@SouvitM,2025-05-21T08:13:11.000Z,qme,-7569576691552900000
@MamataOfficial  This is a commendable step for Bengal’s potato farmers! The ₹158 crore assistance under the Bangla Shasya Bima scheme will provide much-needed relief to those hit by adverse weather. Your commitment to farmers since 2019 is truly inspirin,@adeebkamil47,2025-05-20T09:59:00.000Z,en,-7569576691552900000
If an enquiry is made most of the potato farmers in the list will be found either TMC leaders or goons. This is what has been going on in West Bengal for last 14 years.,@subhamay88,2025-05-20T16:42:49.000Z,en,-7569576691552900000
"We are proud that since its launch in 2019, our government has already provided more than ₹3,720 crore as assistance to the farmers of Bengal under the ‘Bangla Shasya Bima’ scheme alone.",@SubhajitRoyAITC,2025-05-20T10:17:25.000Z,en,-7569576691552900000
ভারতবর্ষের একমাত্র রাজ্য বাংলা ফসল বিমা যোজনা এক টাকা ও কৃষকদের দিতে হয় না। সম্পূর্ণ বিনামূল্যে। জয় বাংলা জয় মমতা বন্দ্যোপাধ্যায়,@mosaraf_hussen,2025-05-20T15:34:37.000Z,bn,-7569576691552900000
Didi I'm disheartened by some of ur narratives and decisions. I just want my state & nation to be free of Bangladeshi and Pakistani. Pls understand we are 140core population country and u allowing these humongous bangladeshis to our land & thy r eating my brthers & sisters wages,@ChandakBinay,2025-05-20T20:59:47.000Z,en,-7569576691552900000
Hindu hater Dayan!!,@Easylife008,2025-05-20T09:51:04.000Z,in,-7569576691552900000
@MamataOfficial  This is a commendable step for Bengal’s potato farmers! The ₹158 crore assistance under the Bangla Shasya Bima scheme will provide much-needed relief to those hit by adverse weather. Your commitment to farmers since 2019 is truly inspirin,@anupsaha925,2025-05-20T10:16:32.000Z,en,-7569576691552900000
Good evening Maam ..kindly please help me..I have submitted all the documents properly last year I'm October for Laxmi Bhandar..I have checked online my documents are submitted but still I am not the benefits...from last 3 months I calling customer care but  not getting any help.,@NoorjahanB24582,2025-05-20T11:01:27.000Z,en,-7569576691552900000
Joy bangla,@SomaDas9714800,2025-05-20T09:51:27.000Z,tl,-7569576691552900000
Is this for REAL OR IS IT FOR REEL MAKING A PROPAGANDA,@paragkhattri,2025-05-20T12:46:04.000Z,en,-7569576691552900000
Joy bangla,@SouvikS78,2025-05-20T09:48:36.000Z,tl,-7569576691552900000
জয় বাংলা,@AITCGolamRejaul,2025-05-20T10:16:30.000Z,bn,-7569576691552900000
"I am happy to announce that today, the State Government has started releasing financial assistance of ₹158 crore directly to the bank accounts of more than 1 lakh potato",@NormalPage81141,2025-05-20T10:46:32.000Z,en,-7569576691552900000
Congratulations. Joy Bangla.,@BIVASHSAHA82975,2025-05-20T11:12:39.000Z,en,-7569576691552900000
Good but some secretary from PNRD informing that WB govt. Has no Fund for village road construction ....,@jayantabca,2025-05-20T12:28:45.000Z,en,-7569576691552900000
CMO complain pending from last one and half year....,@jayantabca,2025-05-20T12:30:16.000Z,en,-7569576691552900000
#JaiBangla,@TapanDa96602458,2025-05-20T12:31:30.000Z,qme,-7569576691552900000
Didi namshkaar But I am sorry to say that the future of the entire family of a college which is dependent on you since 2012 has become dark but you have money to give to everyone but not to that unani  medical college.,@call2khanimran,2025-05-20T12:56:39.000Z,en,-7569576691552900000
"Illiteracy at its peak. Congratulations for what? Congratulation is used for praising some achievement. Here, some unfortunate peasants have supposedly lost their crop & the government is paying the compensation. Once a pride of Bharat, education has gone at its possible low.",@dsingh10563,2025-05-20T13:18:58.000Z,en,-7569576691552900000
Wow,@Notexture7339,2025-05-20T13:30:13.000Z,und,-7569576691552900000
Good but some secretary from PNRD informing that WB govt. Has no Fund for village road construction ....,@jayantabca,2025-05-20T12:28:45.000Z,en,-7569576691552900000
CMO complain pending from last one and half year....,@jayantabca,2025-05-20T12:30:16.000Z,en,-7569576691552900000
#JaiBangla,@TapanDa96602458,2025-05-20T12:31:30.000Z,qme,-7569576691552900000
Didi namshkaar But I am sorry to say that the future of the entire family of a college which is dependent on you since 2012 has become dark but you have money to give to everyone but not to that unani  medical college.,@call2khanimran,2025-05-20T12:56:39.000Z,en,-7569576691552900000
"Illiteracy at its peak. Congratulations for what? Congratulation is used for praising some achievement. Here, some unfortunate peasants have supposedly lost their crop & the government is paying the compensation. Once a pride of Bharat, education has gone at its possible low.",@dsingh10563,2025-05-20T13:18:58.000Z,en,-7569576691552900000
Wow,@Notexture7339,2025-05-20T13:30:13.000Z,und,-7569576691552900000
"Amader 12 no ward e  ration dokanre wheat er quality khub kharap,keno? Bapar ta onno ward e hochhe ki na jani na. Bapar ta suprimo ke janaben . Good night",@anuron_mon2109,2025-05-20T15:15:54.000Z,tl,-7569576691552900000
জননেত্রী মমতা বন্দ্যোপাধ্যায় জিন্দাবাদ,@AjitBanerjeAITC,2025-05-20T16:26:07.000Z,bn,-7569576691552900000
Can you please lower the tax on petrol and diesel.  In UP it’s Rs 10 cheaper than WB.,@abhijit14095680,2025-05-21T04:21:51.000Z,en,-7569576691552900000
"Jo mere Ram ka nahi wo mere kisi kaam ka nahi. Hamne Bengal chhod diya, meri galti bas itni thi hai aur rahegi, ham har gali, har chowk,har chaurahe par kahenge Jay Shree Ram kyonki ye hamaare aastha ka visay hai ye koi Rajneetik naara nahi hai. Joy Bangla. Bharat mata ki jay.",@tripuraridbg,2025-05-21T07:15:18.000Z,hi,-7569576691552900000
Congratulations for hindu genocide High reveal your identity or your thaught pattern wait for karma it's work in all religious shame on you,@You_Imgine,2025-05-21T07:51:49.000Z,en,-7569576691552900000
Congratulations to all beneficiaries.,@KamalAITC,2025-05-21T09:04:03.000Z,en,-7569576691552900000
".... #GOLD थोड़े से आलू दियो , राहुल जी  को भेज। उनको करनी है जरा,नए तरह की खोज।। #औ_का",@pradeep14869,2025-05-20T09:50:11.000Z,hi,-7569576691552900000
"... #परवरिश #मदरसा #मौज_हब #सत्ताइस_के_टट्टाधीश #riyadh अद्भुत-अगम-अकथ्य है, हजहब का विज्ञान। जिनकी प्रतिभा से बने, छप्पन मुल्क महान।। #औ_का",@pradeep14869,2025-05-20T09:52:35.000Z,hi,-7569576691552900000
"""কন্যাশ্রী ,রূপশ্রী"" এসব বন্ধ করে দিয়ে  মাধ্যমিক উচ্চ মাধ্যমিক পরীক্ষায় ৭৫_৮০% + ছাত্র, ছাত্রী দের সরাসরি টাকা দিয়ে সাহায্য করেন এগিয়ে যাওয়ার জন্য । রাজ্যের মঙ্গল দেশের মঙ্গল ।।। আপনার ""কন্যাশ্রী রুপশ্রী"" টাকা দিয়ে অযোগ্যরা ""চুল স্ট্রেইট""""শপিং"" ""মোবাইল "" ""মদ"" এসব করে",@chotapanditno1,2025-05-20T09:57:07.000Z,bn,-7569576691552900000
Election k liye that’s chull rhi hai,@noname007134,2025-05-20T11:03:45.000Z,en,-7569576691552900000
"@grok  :  I turned down another job opportunity to work for bengal,.even with handsome pay  because this state is not safe for a Hindu and their families  if you want to say, it is my personal choice, it have always been personal for me who I am  @grok  :",@yourstruly0204,2025-05-21T14:08:08.000Z,en,-7569576691552900000
"... #परवरिश #मदरसा #मौज_हब #सत्ताइस_के_टट्टाधीश #riyadh अद्भुत-अगम-अकथ्य है, हजहब का विज्ञान। जिनकी प्रतिभा से बने, छप्पन मुल्क महान।। #औ_का",@pradeep14869,2025-05-20T09:52:35.000Z,hi,-7569576691552900000
"""কন্যাশ্রী ,রূপশ্রী"" এসব বন্ধ করে দিয়ে  মাধ্যমিক উচ্চ মাধ্যমিক পরীক্ষায় ৭৫_৮০% + ছাত্র, ছাত্রী দের সরাসরি টাকা দিয়ে সাহায্য করেন এগিয়ে যাওয়ার জন্য । রাজ্যের মঙ্গল দেশের মঙ্গল ।।। আপনার ""কন্যাশ্রী রুপশ্রী"" টাকা দিয়ে অযোগ্যরা ""চুল স্ট্রেইট""""শপিং"" ""মোবাইল "" ""মদ"" এসব করে",@chotapanditno1,2025-05-20T09:57:07.000Z,bn,-7569576691552900000
Election k liye that’s chull rhi hai,@noname007134,2025-05-20T11:03:45.000Z,en,-7569576691552900000
"@grok  :  I turned down another job opportunity to work for bengal,.even with handsome pay  because this state is not safe for a Hindu and their families  if you want to say, it is my personal choice, it have always been personal for me who I am  @grok  :",@yourstruly0204,2025-05-21T14:08:08.000Z,en,-7569576691552900000
जय बांग्ला दीदी,@BirendraTMYC,2025-05-20T09:46:47.000Z,hi,-7569576691552900000
জয় বাংলা,@RoyAitc,2025-05-20T10:05:24.000Z,bn,-7569576691552900000
Chor,@Su_smita21,2025-05-20T10:09:09.000Z,es,-7569576691552900000
"দিদি , আপনি মানবিক। ছোট ছোট শিশুদের কথা আপনি খুব চিন্তা করেন। জুন মাসে খুব গরম থাকে দিদি। অবিলম্বে ছুটিটা বাড়িয়ে দেয়া হোক জুনের ১৬ তারিখ অবধি। সবটাই যদি আপনার মতামতের উপর নির্ভর করছে। আপনি তাড়াতাড়ি শিক্ষা দপ্তরকে অর্ডার টা দিন",@AliviaRaks18478,2025-05-20T10:19:10.000Z,bn,-7569576691552900000
জয় বাংলা,@ProdipGayenaitc,2025-05-20T10:23:06.000Z,bn,-7569576691552900000
জয়তু জননেত্রী,@RajDas29275454,2025-05-20T10:31:17.000Z,bn,-7569576691552900000
জয় বাংলা,@RajDas29275454,2025-05-20T10:31:25.000Z,bn,-7569576691552900000
I  am not like mamta,@rohtashnayak,2025-05-20T10:37:21.000Z,en,-7569576691552900000
Jai Bangla,@Asrafvision,2025-05-20T10:40:22.000Z,hi,-7569576691552900000
জয় বাংলা,@AkramAITC,2025-05-20T10:44:20.000Z,bn,-7569576691552900000
Congratulations  Great initiatives,@Parimal44126154,2025-05-20T10:51:02.000Z,en,-7569576691552900000
জয়তু জননেত্রী  #MamataBanerjee #CM #WestBengal #BanglarBari #AITCWorkers #WhiteBrigade,@NamitaAITC,2025-05-20T10:52:20.000Z,bn,-7569576691552900000
জয় বাংলা,@AnandaM15063831,2025-05-20T10:57:06.000Z,bn,-7569576691552900000
This is real work of the government. A beautiful example of good governance. Maa Mati Manush Sarkar. You have justify the name with your action,@RashednehalSid1,2025-05-20T10:58:10.000Z,en,-7569576691552900000
দয়া করে বিবেকানন্দ স্কলারশিপ এর টাকা রিলিজ করুন,@BongAryabhatta,2025-05-20T10:59:11.000Z,bn,-7569576691552900000
জয় বাংলা,@RajDas29275454,2025-05-20T10:31:25.000Z,bn,-7569576691552900000
I  am not like mamta,@rohtashnayak,2025-05-20T10:37:21.000Z,en,-7569576691552900000
Jai Bangla,@Asrafvision,2025-05-20T10:40:22.000Z,hi,-7569576691552900000
জয় বাংলা,@AkramAITC,2025-05-20T10:44:20.000Z,bn,-7569576691552900000
Congratulations  Great initiatives,@Parimal44126154,2025-05-20T10:51:02.000Z,en,-7569576691552900000
জয়তু জননেত্রী  #MamataBanerjee #CM #WestBengal #BanglarBari #AITCWorkers #WhiteBrigade,@NamitaAITC,2025-05-20T10:52:20.000Z,bn,-7569576691552900000
জয় বাংলা,@AnandaM15063831,2025-05-20T10:57:06.000Z,bn,-7569576691552900000
This is real work of the government. A beautiful example of good governance. Maa Mati Manush Sarkar. You have justify the name with your action,@RashednehalSid1,2025-05-20T10:58:10.000Z,en,-7569576691552900000
দয়া করে বিবেকানন্দ স্কলারশিপ এর টাকা রিলিজ করুন,@BongAryabhatta,2025-05-20T10:59:11.000Z,bn,-7569576691552900000
জয় বাংলা,@GuchhaitPrince,2025-05-20T11:11:03.000Z,bn,-7569576691552900000
Jai Bangla,@d2bac91d4786403,2025-05-20T11:12:58.000Z,hi,-7569576691552900000
Yeh paisa. Ab tmc. Aur. Tmc ke log bangadeshi aur pakistanio ko bengal.maj. Basssane. Mai. Kharcha kare gi. Aur bengal ke hindu Mursidabad ke tarah. Bhagte nazar aaye ge,@rajayaduvanshi0,2025-05-20T19:19:49.000Z,hi,-7569576691552900000
It is really sad to believe that once I have supported you! A massacre; what is your party is leading to.,@vidushak_999,2025-05-20T19:28:48.000Z,en,-7569576691552900000
দমদম-ব্যারাকপুর সাংগঠনিক জেলার তৃণমূল কংগ্রেসের সভাপতি হিসাবে  নিযুক্ত হবার জন্য পার্থ ভৌমিক মহাশয় কে ফ্যাম কমিউনিটির পক্ষ থেকে জানাই আন্তরিক শুভেচ্ছা ও জাতীয়তাবাদী সবুজ অভিনন্দন। @ParthaAITC #FAM4TMC,@amitava15911870,2025-05-20T19:33:44.000Z,bn,-7569576691552900000
Jai bangla,@mondal_sob52104,2025-05-20T19:40:24.000Z,hi,-7569576691552900000
Its your duty to protect the people. Money is tax payer's money. Not your charity,@GopalK69625609,2025-05-20T20:27:59.000Z,en,-7569576691552900000
S̊o̊ g̊o̊o̊d̊,@RaghunathD59888,2025-05-20T20:33:57.000Z,und,-7569576691552900000
Wow great,@nawed_zaman4,2025-05-20T20:57:15.000Z,en,-7569576691552900000
আমার গরিব ছেলে আমার কি পেলাম,@MdhakimMon30853,2025-05-20T23:50:03.000Z,bn,-7569576691552900000
Mamata Banerjee Jindabad,@DobaiRohim,2025-05-21T00:12:25.000Z,hi,-7569576691552900000
