raw_text,cleaned_text,analyzed_text,tweet_text,reply_username,reply_date,tweet_id,language,coarse_sentiment,fine_sentiment,confidence,relevance_score,relevance_label
"For backstabbing our nation, you shall face the consequences. What goes around comes around.","For backstabbing our nation, you shall face the consequences. What goes around comes around.","For backstabbing our nation, you shall face the consequences. What goes around comes around.","I deeply appreciate the efforts of our 5-member delegation who visited the border districts of Poonch and Rajouri, recently affected by cross-border shelling. They met grieving families, shared in their sorrow, and offered words of comfort and support during this time of immense pain.  The delegation also visited the Government Medical College in Rajouri to check on those injured and undergoing treatment. They interacted with the attending doctors and conveyed deep appreciation for their service.  In moments of crisis, what the people need most is the healing touch of compassion, and I am deeply grateful to our delegation for offering just that. It reaffirms our collective promise that as public representatives, we will always stand by the people in their hour of need.",@iamgauravbalyan,2025-05-25T08:15:25.000Z,-1707489603044590000,en,negative,criticism,0.81,0.13,unrelated
Mamata banerjee Zindabad,Mamata banerjee Zindabad,Mamata banerjee Zindabad,"I deeply appreciate the efforts of our 5-member delegation who visited the border districts of Poonch and Rajouri, recently affected by cross-border shelling. They met grieving families, shared in their sorrow, and offered words of comfort and support during this time of immense pain.  The delegation also visited the Government Medical College in Rajouri to check on those injured and undergoing treatment. They interacted with the attending doctors and conveyed deep appreciation for their service.  In moments of crisis, what the people need most is the healing touch of compassion, and I am deeply grateful to our delegation for offering just that. It reaffirms our collective promise that as public representatives, we will always stand by the people in their hour of need.",@abdul_sha35726,2025-05-24T16:42:38.000Z,-1707489603044590000,id,negative,criticism,0.45,0.2,unrelated
It's highly commendable,It's highly commendable,It's highly commendable,"I deeply appreciate the efforts of our 5-member delegation who visited the border districts of Poonch and Rajouri, recently affected by cross-border shelling. They met grieving families, shared in their sorrow, and offered words of comfort and support during this time of immense pain.  The delegation also visited the Government Medical College in Rajouri to check on those injured and undergoing treatment. They interacted with the attending doctors and conveyed deep appreciation for their service.  In moments of crisis, what the people need most is the healing touch of compassion, and I am deeply grateful to our delegation for offering just that. It reaffirms our collective promise that as public representatives, we will always stand by the people in their hour of need.",@JayaDuttaAITC,2025-05-24T16:44:58.000Z,-1707489603044590000,en,positive,praise,0.85,0.17,unrelated
Didi it's a wise decision by you highly laudable and appreciable May God bless you.,Didi it's a wise decision by you highly laudable and appreciable May God bless you.,Didi it's a wise decision by you highly laudable and appreciable May God bless you.,"I deeply appreciate the efforts of our 5-member delegation who visited the border districts of Poonch and Rajouri, recently affected by cross-border shelling. They met grieving families, shared in their sorrow, and offered words of comfort and support during this time of immense pain.  The delegation also visited the Government Medical College in Rajouri to check on those injured and undergoing treatment. They interacted with the attending doctors and conveyed deep appreciation for their service.  In moments of crisis, what the people need most is the healing touch of compassion, and I am deeply grateful to our delegation for offering just that. It reaffirms our collective promise that as public representatives, we will always stand by the people in their hour of need.",@morningmilan1,2025-05-24T17:03:33.000Z,-1707489603044590000,en,positive,praise,0.91,0.22,unrelated
Ratan Tata who was going to start his business and then you all ran away by performing so that there was a business start and the industry was standing up to the ground removed it by movement,Ratan Tata who was going to start his business and then you all ran away by performing so that there was a business start and the industry was standing up to the ground removed it by movement,Ratan Tata who was going to start his business and then you all ran away by performing so that there was a business start and the industry was standing up to the ground removed it by movement,"I deeply appreciate the efforts of our 5-member delegation who visited the border districts of Poonch and Rajouri, recently affected by cross-border shelling. They met grieving families, shared in their sorrow, and offered words of comfort and support during this time of immense pain.  The delegation also visited the Government Medical College in Rajouri to check on those injured and undergoing treatment. They interacted with the attending doctors and conveyed deep appreciation for their service.  In moments of crisis, what the people need most is the healing touch of compassion, and I am deeply grateful to our delegation for offering just that. It reaffirms our collective promise that as public representatives, we will always stand by the people in their hour of need.",@bsp_bharatkumar,2025-05-24T17:09:04.000Z,-1707489603044590000,en,negative,insult,0.6,-0.01,unrelated
"डायन बैनर्जी मासूम हीन,,,दु को कतले आम किया जा रहा ह  मुर्शिदाबाद में, एक दिन दुर्गा मा न्याय जरूर करेंगी","डायन बैनर्जी मासूम हीन,,,दु को कतले आम किया जा रहा ह मुर्शिदाबाद में, एक दिन दुर्गा मा न्याय जरूर करेंगी","डायन बैनर्जी मासूम हीन,,,दु को कतले आम किया जा रहा ह मुर्शिदाबाद में, एक दिन दुर्गा मा न्याय जरूर करेंगी","I deeply appreciate the efforts of our 5-member delegation who visited the border districts of Poonch and Rajouri, recently affected by cross-border shelling. They met grieving families, shared in their sorrow, and offered words of comfort and support during this time of immense pain.  The delegation also visited the Government Medical College in Rajouri to check on those injured and undergoing treatment. They interacted with the attending doctors and conveyed deep appreciation for their service.  In moments of crisis, what the people need most is the healing touch of compassion, and I am deeply grateful to our delegation for offering just that. It reaffirms our collective promise that as public representatives, we will always stand by the people in their hour of need.",@HarshGu18401054,2025-05-25T17:52:51.000Z,-1707489603044590000,hi,negative,criticism,0.54,0.26,unrelated
"Place :- Murshidabad.  Objective :- Cooperative selection.  Attacked :- police.  The attacker :- is a Trinamool-backed, corrupt vote bank. Police :- are helpless. (Just like Hîndûs)  How dare you, take the baton from the police and beat the police","Place :- Murshidabad. Objective :- Cooperative selection. Attacked :- police. The attacker :- is a Trinamool-backed, corrupt vote bank. Police :- are helpless. (Just like H nd s) How dare you, take the baton from the police and beat the police","Place :- Murshidabad. Objective :- Cooperative selection. Attacked :- police. The attacker :- is a Trinamool-backed, corrupt vote bank. Police :- are helpless. (Just like H nd s) How dare you, take the baton from the police and beat the police","I deeply appreciate the efforts of our 5-member delegation who visited the border districts of Poonch and Rajouri, recently affected by cross-border shelling. They met grieving families, shared in their sorrow, and offered words of comfort and support during this time of immense pain.  The delegation also visited the Government Medical College in Rajouri to check on those injured and undergoing treatment. They interacted with the attending doctors and conveyed deep appreciation for their service.  In moments of crisis, what the people need most is the healing touch of compassion, and I am deeply grateful to our delegation for offering just that. It reaffirms our collective promise that as public representatives, we will always stand by the people in their hour of need.",@ommGodofTrident,2025-05-25T19:40:30.000Z,-1707489603044590000,en,negative,insult,0.87,0.12,unrelated
"Admirable work by our 5-member delegation in Poonch and Rajouri, standing with grieving families during difficult times. #support","Admirable work by our 5-member delegation in Poonch and Rajouri, standing with grieving families during difficult times. #support","Admirable work by our 5-member delegation in Poonch and Rajouri, standing with grieving families during difficult times. #support","I deeply appreciate the efforts of our 5-member delegation who visited the border districts of Poonch and Rajouri, recently affected by cross-border shelling. They met grieving families, shared in their sorrow, and offered words of comfort and support during this time of immense pain.  The delegation also visited the Government Medical College in Rajouri to check on those injured and undergoing treatment. They interacted with the attending doctors and conveyed deep appreciation for their service.  In moments of crisis, what the people need most is the healing touch of compassion, and I am deeply grateful to our delegation for offering just that. It reaffirms our collective promise that as public representatives, we will always stand by the people in their hour of need.",@MahafijM28103,2025-05-26T00:33:54.000Z,-1707489603044590000,en,positive,praise,0.73,0.78,related
মুর্শিদাবাদে পুলিশের কোন ক্ষমতা নেই আবারও প্রমান হল।,মুর্শিদাবাদে পুলিশের কোন ক্ষমতা নেই আবারও প্রমান হল।,মুর্শিদাবাদে পুলিশের কোন ক্ষমতা নেই আবারও প্রমান হল।,"I deeply appreciate the efforts of our 5-member delegation who visited the border districts of Poonch and Rajouri, recently affected by cross-border shelling. They met grieving families, shared in their sorrow, and offered words of comfort and support during this time of immense pain.  The delegation also visited the Government Medical College in Rajouri to check on those injured and undergoing treatment. They interacted with the attending doctors and conveyed deep appreciation for their service.  In moments of crisis, what the people need most is the healing touch of compassion, and I am deeply grateful to our delegation for offering just that. It reaffirms our collective promise that as public representatives, we will always stand by the people in their hour of need.",@ApuMahato21,2025-05-26T04:55:02.000Z,-1707489603044590000,bn,negative,criticism,0.51,0.09,unrelated
Go to Murshidabad too..,Go to Murshidabad too..,Go to Murshidabad too..,"I deeply appreciate the efforts of our 5-member delegation who visited the border districts of Poonch and Rajouri, recently affected by cross-border shelling. They met grieving families, shared in their sorrow, and offered words of comfort and support during this time of immense pain.  The delegation also visited the Government Medical College in Rajouri to check on those injured and undergoing treatment. They interacted with the attending doctors and conveyed deep appreciation for their service.  In moments of crisis, what the people need most is the healing touch of compassion, and I am deeply grateful to our delegation for offering just that. It reaffirms our collective promise that as public representatives, we will always stand by the people in their hour of need.",@omprakashpande6,2025-05-26T05:24:26.000Z,-1707489603044590000,so,neutral,support,0.41,0.32,unrelated
"Kudos to the TMC delegation for their compassionate visit to Poonch and Rajouri. Their presence brought solace to grieving families and support to the injured. In times of crisis, empathy and solidarity matter most. #TMC #CompassionInAction #PoonchRajouri","Kudos to the TMC delegation for their compassionate visit to Poonch and Rajouri. Their presence brought solace to grieving families and support to the injured. In times of crisis, empathy and solidarity matter most. #TMC #CompassionInAction #PoonchRajouri","Kudos to the TMC delegation for their compassionate visit to Poonch and Rajouri. Their presence brought solace to grieving families and support to the injured. In times of crisis, empathy and solidarity matter most. #TMC #CompassionInAction #PoonchRajouri","I deeply appreciate the efforts of our 5-member delegation who visited the border districts of Poonch and Rajouri, recently affected by cross-border shelling. They met grieving families, shared in their sorrow, and offered words of comfort and support during this time of immense pain.  The delegation also visited the Government Medical College in Rajouri to check on those injured and undergoing treatment. They interacted with the attending doctors and conveyed deep appreciation for their service.  In moments of crisis, what the people need most is the healing touch of compassion, and I am deeply grateful to our delegation for offering just that. It reaffirms our collective promise that as public representatives, we will always stand by the people in their hour of need.",@chatterjee_mita,2025-05-26T06:16:14.000Z,-1707489603044590000,en,positive,praise,0.62,0.72,related
"Mrs chief minister, mrs busy chief minister, mrs mon ki karne vali  cheif minister take a look at this also","Mrs chief minister, mrs busy chief minister, mrs mon ki karne vali cheif minister take a look at this also","Mrs chief minister, mrs busy chief minister, mrs mon ki karne vali cheif minister take a look at this also","I deeply appreciate the efforts of our 5-member delegation who visited the border districts of Poonch and Rajouri, recently affected by cross-border shelling. They met grieving families, shared in their sorrow, and offered words of comfort and support during this time of immense pain.  The delegation also visited the Government Medical College in Rajouri to check on those injured and undergoing treatment. They interacted with the attending doctors and conveyed deep appreciation for their service.  In moments of crisis, what the people need most is the healing touch of compassion, and I am deeply grateful to our delegation for offering just that. It reaffirms our collective promise that as public representatives, we will always stand by the people in their hour of need.",@singhslathiaji,2025-05-26T06:16:18.000Z,-1707489603044590000,de,neutral,support,0.39,0.24,unrelated
Please send Ur delegates to Murshisabad's Hindu families also,Please send Ur delegates to Murshisabad's Hindu families also,Please send Ur delegates to Murshisabad's Hindu families also,"I deeply appreciate the efforts of our 5-member delegation who visited the border districts of Poonch and Rajouri, recently affected by cross-border shelling. They met grieving families, shared in their sorrow, and offered words of comfort and support during this time of immense pain.  The delegation also visited the Government Medical College in Rajouri to check on those injured and undergoing treatment. They interacted with the attending doctors and conveyed deep appreciation for their service.  In moments of crisis, what the people need most is the healing touch of compassion, and I am deeply grateful to our delegation for offering just that. It reaffirms our collective promise that as public representatives, we will always stand by the people in their hour of need.",@NonSeculaIndian,2025-05-26T07:25:02.000Z,-1707489603044590000,en,neutral,support,0.39,0.47,related
Heartfelt thanks to the AITC delegation ( @derekobrienmp  @sagarikaghose  @MdNadimulHaque6  @MamataThakurTMC  @ManasB_Official ) for standing tall in this critical moment. The people of Bengal and India stand shoulder to shoulder with our co-citizens in the border villages of Kashmir.,Heartfelt thanks to the AITC delegation ( @derekobrienmp @sagarikaghose @MdNadimulHaque6 @MamataThakurTMC @ManasB_Official ) for standing tall in this critical moment. The people of Bengal and India stand shoulder to shoulder with our co-citizens in the border villages of Kashmir.,Heartfelt thanks to the AITC delegation ( @derekobrienmp @sagarikaghose @MdNadimulHaque6 @MamataThakurTMC @ManasB_Official ) for standing tall in this critical moment. The people of Bengal and India stand shoulder to shoulder with our co-citizens in the border villages of Kashmir.,"I deeply appreciate the efforts of our 5-member delegation who visited the border districts of Poonch and Rajouri, recently affected by cross-border shelling. They met grieving families, shared in their sorrow, and offered words of comfort and support during this time of immense pain.  The delegation also visited the Government Medical College in Rajouri to check on those injured and undergoing treatment. They interacted with the attending doctors and conveyed deep appreciation for their service.  In moments of crisis, what the people need most is the healing touch of compassion, and I am deeply grateful to our delegation for offering just that. It reaffirms our collective promise that as public representatives, we will always stand by the people in their hour of need.",@skrishna1969,2025-05-26T11:45:27.000Z,-1707489603044590000,en,positive,praise,0.55,0.5,related
Ran.i rona,Ran.i rona,Ran.i rona,"I deeply appreciate the efforts of our 5-member delegation who visited the border districts of Poonch and Rajouri, recently affected by cross-border shelling. They met grieving families, shared in their sorrow, and offered words of comfort and support during this time of immense pain.  The delegation also visited the Government Medical College in Rajouri to check on those injured and undergoing treatment. They interacted with the attending doctors and conveyed deep appreciation for their service.  In moments of crisis, what the people need most is the healing touch of compassion, and I am deeply grateful to our delegation for offering just that. It reaffirms our collective promise that as public representatives, we will always stand by the people in their hour of need.",@lunaharanil,2025-05-26T16:23:11.000Z,-1707489603044590000,hr,neutral,insult,0.35,0.13,unrelated
We all stand with the families affected by cross border shelling and our five member delegation met these families and tried to console them and shared their sorrow.,We all stand with the families affected by cross border shelling and our five member delegation met these families and tried to console them and shared their sorrow.,We all stand with the families affected by cross border shelling and our five member delegation met these families and tried to console them and shared their sorrow.,"I deeply appreciate the efforts of our 5-member delegation who visited the border districts of Poonch and Rajouri, recently affected by cross-border shelling. They met grieving families, shared in their sorrow, and offered words of comfort and support during this time of immense pain.  The delegation also visited the Government Medical College in Rajouri to check on those injured and undergoing treatment. They interacted with the attending doctors and conveyed deep appreciation for their service.  In moments of crisis, what the people need most is the healing touch of compassion, and I am deeply grateful to our delegation for offering just that. It reaffirms our collective promise that as public representatives, we will always stand by the people in their hour of need.",@KamalAITC,2025-05-26T23:02:27.000Z,-1707489603044590000,en,negative,criticism,0.37,0.66,related
Jay bangla,Jay bangla,Jay bangla,"I deeply appreciate the efforts of our 5-member delegation who visited the border districts of Poonch and Rajouri, recently affected by cross-border shelling. They met grieving families, shared in their sorrow, and offered words of comfort and support during this time of immense pain.  The delegation also visited the Government Medical College in Rajouri to check on those injured and undergoing treatment. They interacted with the attending doctors and conveyed deep appreciation for their service.  In moments of crisis, what the people need most is the healing touch of compassion, and I am deeply grateful to our delegation for offering just that. It reaffirms our collective promise that as public representatives, we will always stand by the people in their hour of need.",@FARIDULMALLICK4,2025-05-27T07:35:59.000Z,-1707489603044590000,tl,negative,criticism,0.35,0.01,unrelated
#ReleaseSharmistha,#ReleaseSharmistha,#ReleaseSharmistha,"I deeply appreciate the efforts of our 5-member delegation who visited the border districts of Poonch and Rajouri, recently affected by cross-border shelling. They met grieving families, shared in their sorrow, and offered words of comfort and support during this time of immense pain.  The delegation also visited the Government Medical College in Rajouri to check on those injured and undergoing treatment. They interacted with the attending doctors and conveyed deep appreciation for their service.  In moments of crisis, what the people need most is the healing touch of compassion, and I am deeply grateful to our delegation for offering just that. It reaffirms our collective promise that as public representatives, we will always stand by the people in their hour of need.",@AntiNehruGandhi,2025-05-31T10:23:35.000Z,-1707489603044590000,en,negative,criticism,0.47,0.24,unrelated
"A human is one who has humanity and humanity is one who has compassion. Swami Vivekananda says that if a person does not have compassion for others, no matter how great a scholar he is, he cannot achieve anything in his life. Actually, compassion is emotional and without","A human is one who has humanity and humanity is one who has compassion. Swami Vivekananda says that if a person does not have compassion for others, no matter how great a scholar he is, he cannot achieve anything in his life. Actually, compassion is emotional and without","A human is one who has humanity and humanity is one who has compassion. Swami Vivekananda says that if a person does not have compassion for others, no matter how great a scholar he is, he cannot achieve anything in his life. Actually, compassion is emotional and without","I deeply appreciate the efforts of our 5-member delegation who visited the border districts of Poonch and Rajouri, recently affected by cross-border shelling. They met grieving families, shared in their sorrow, and offered words of comfort and support during this time of immense pain.  The delegation also visited the Government Medical College in Rajouri to check on those injured and undergoing treatment. They interacted with the attending doctors and conveyed deep appreciation for their service.  In moments of crisis, what the people need most is the healing touch of compassion, and I am deeply grateful to our delegation for offering just that. It reaffirms our collective promise that as public representatives, we will always stand by the people in their hour of need.",@kanchan modi,2025-05-24T17:06:36.000Z,-1707489603044590000,en,neutral,support,0.43,0.14,unrelated
Didi visit #Murshidabad,Didi visit #Murshidabad,Didi visit #Murshidabad,"I deeply appreciate the efforts of our 5-member delegation who visited the border districts of Poonch and Rajouri, recently affected by cross-border shelling. They met grieving families, shared in their sorrow, and offered words of comfort and support during this time of immense pain.  The delegation also visited the Government Medical College in Rajouri to check on those injured and undergoing treatment. They interacted with the attending doctors and conveyed deep appreciation for their service.  In moments of crisis, what the people need most is the healing touch of compassion, and I am deeply grateful to our delegation for offering just that. It reaffirms our collective promise that as public representatives, we will always stand by the people in their hour of need.",@mukherjiking,2025-05-24T17:15:29.000Z,-1707489603044590000,id,neutral,support,0.46,0.45,unrelated
The Central Govt is totally shameless. While PM and others are busy trying to take credit for Operation Sindoor none visited the injured civilians due to Pakistan shelling. Thanks to Didi who sent the delegation to find out the plight of these poor civilians,The Central Govt is totally shameless. While PM and others are busy trying to take credit for Operation Sindoor none visited the injured civilians due to Pakistan shelling. Thanks to Didi who sent the delegation to find out the plight of these poor civilians,The Central Govt is totally shameless. While PM and others are busy trying to take credit for Operation Sindoor none visited the injured civilians due to Pakistan shelling. Thanks to Didi who sent the delegation to find out the plight of these poor civilians,"I deeply appreciate the efforts of our 5-member delegation who visited the border districts of Poonch and Rajouri, recently affected by cross-border shelling. They met grieving families, shared in their sorrow, and offered words of comfort and support during this time of immense pain.  The delegation also visited the Government Medical College in Rajouri to check on those injured and undergoing treatment. They interacted with the attending doctors and conveyed deep appreciation for their service.  In moments of crisis, what the people need most is the healing touch of compassion, and I am deeply grateful to our delegation for offering just that. It reaffirms our collective promise that as public representatives, we will always stand by the people in their hour of need.",@snmajumdar,2025-05-24T17:45:42.000Z,-1707489603044590000,en,negative,insult,0.92,0.45,unrelated
"Mrs chief minister, mrs busy chief minister, mrs mon ki karne vali  cheif minister take a look at this also","Mrs chief minister, mrs busy chief minister, mrs mon ki karne vali cheif minister take a look at this also","Mrs chief minister, mrs busy chief minister, mrs mon ki karne vali cheif minister take a look at this also","I deeply appreciate the efforts of our 5-member delegation who visited the border districts of Poonch and Rajouri, recently affected by cross-border shelling. They met grieving families, shared in their sorrow, and offered words of comfort and support during this time of immense pain.  The delegation also visited the Government Medical College in Rajouri to check on those injured and undergoing treatment. They interacted with the attending doctors and conveyed deep appreciation for their service.  In moments of crisis, what the people need most is the healing touch of compassion, and I am deeply grateful to our delegation for offering just that. It reaffirms our collective promise that as public representatives, we will always stand by the people in their hour of need.",@singhslathiaji,2025-05-26T06:16:18.000Z,-1707489603044590000,de,neutral,support,0.39,0.24,unrelated
Please send Ur delegates to Murshisabad's Hindu families also,Please send Ur delegates to Murshisabad's Hindu families also,Please send Ur delegates to Murshisabad's Hindu families also,"I deeply appreciate the efforts of our 5-member delegation who visited the border districts of Poonch and Rajouri, recently affected by cross-border shelling. They met grieving families, shared in their sorrow, and offered words of comfort and support during this time of immense pain.  The delegation also visited the Government Medical College in Rajouri to check on those injured and undergoing treatment. They interacted with the attending doctors and conveyed deep appreciation for their service.  In moments of crisis, what the people need most is the healing touch of compassion, and I am deeply grateful to our delegation for offering just that. It reaffirms our collective promise that as public representatives, we will always stand by the people in their hour of need.",@NonSeculaIndian,2025-05-26T07:25:02.000Z,-1707489603044590000,en,neutral,support,0.39,0.47,related
Heartfelt thanks to the AITC delegation ( @derekobrienmp  @sagarikaghose  @MdNadimulHaque6  @MamataThakurTMC  @ManasB_Official ) for standing tall in this critical moment. The people of Bengal and India stand shoulder to shoulder with our co-citizens in the border villages of Kashmir.,Heartfelt thanks to the AITC delegation ( @derekobrienmp @sagarikaghose @MdNadimulHaque6 @MamataThakurTMC @ManasB_Official ) for standing tall in this critical moment. The people of Bengal and India stand shoulder to shoulder with our co-citizens in the border villages of Kashmir.,Heartfelt thanks to the AITC delegation ( @derekobrienmp @sagarikaghose @MdNadimulHaque6 @MamataThakurTMC @ManasB_Official ) for standing tall in this critical moment. The people of Bengal and India stand shoulder to shoulder with our co-citizens in the border villages of Kashmir.,"I deeply appreciate the efforts of our 5-member delegation who visited the border districts of Poonch and Rajouri, recently affected by cross-border shelling. They met grieving families, shared in their sorrow, and offered words of comfort and support during this time of immense pain.  The delegation also visited the Government Medical College in Rajouri to check on those injured and undergoing treatment. They interacted with the attending doctors and conveyed deep appreciation for their service.  In moments of crisis, what the people need most is the healing touch of compassion, and I am deeply grateful to our delegation for offering just that. It reaffirms our collective promise that as public representatives, we will always stand by the people in their hour of need.",@skrishna1969,2025-05-26T11:45:27.000Z,-1707489603044590000,en,positive,praise,0.55,0.5,related
Ran.i rona,Ran.i rona,Ran.i rona,"I deeply appreciate the efforts of our 5-member delegation who visited the border districts of Poonch and Rajouri, recently affected by cross-border shelling. They met grieving families, shared in their sorrow, and offered words of comfort and support during this time of immense pain.  The delegation also visited the Government Medical College in Rajouri to check on those injured and undergoing treatment. They interacted with the attending doctors and conveyed deep appreciation for their service.  In moments of crisis, what the people need most is the healing touch of compassion, and I am deeply grateful to our delegation for offering just that. It reaffirms our collective promise that as public representatives, we will always stand by the people in their hour of need.",@lunaharanil,2025-05-26T16:23:11.000Z,-1707489603044590000,hr,neutral,insult,0.35,0.13,unrelated
We all stand with the families affected by cross border shelling and our five member delegation met these families and tried to console them and shared their sorrow.,We all stand with the families affected by cross border shelling and our five member delegation met these families and tried to console them and shared their sorrow.,We all stand with the families affected by cross border shelling and our five member delegation met these families and tried to console them and shared their sorrow.,"I deeply appreciate the efforts of our 5-member delegation who visited the border districts of Poonch and Rajouri, recently affected by cross-border shelling. They met grieving families, shared in their sorrow, and offered words of comfort and support during this time of immense pain.  The delegation also visited the Government Medical College in Rajouri to check on those injured and undergoing treatment. They interacted with the attending doctors and conveyed deep appreciation for their service.  In moments of crisis, what the people need most is the healing touch of compassion, and I am deeply grateful to our delegation for offering just that. It reaffirms our collective promise that as public representatives, we will always stand by the people in their hour of need.",@KamalAITC,2025-05-26T23:02:27.000Z,-1707489603044590000,en,negative,criticism,0.37,0.66,related
Jay bangla,Jay bangla,Jay bangla,"I deeply appreciate the efforts of our 5-member delegation who visited the border districts of Poonch and Rajouri, recently affected by cross-border shelling. They met grieving families, shared in their sorrow, and offered words of comfort and support during this time of immense pain.  The delegation also visited the Government Medical College in Rajouri to check on those injured and undergoing treatment. They interacted with the attending doctors and conveyed deep appreciation for their service.  In moments of crisis, what the people need most is the healing touch of compassion, and I am deeply grateful to our delegation for offering just that. It reaffirms our collective promise that as public representatives, we will always stand by the people in their hour of need.",@FARIDULMALLICK4,2025-05-27T07:35:59.000Z,-1707489603044590000,tl,negative,criticism,0.35,0.01,unrelated
#ReleaseSharmistha,#ReleaseSharmistha,#ReleaseSharmistha,"I deeply appreciate the efforts of our 5-member delegation who visited the border districts of Poonch and Rajouri, recently affected by cross-border shelling. They met grieving families, shared in their sorrow, and offered words of comfort and support during this time of immense pain.  The delegation also visited the Government Medical College in Rajouri to check on those injured and undergoing treatment. They interacted with the attending doctors and conveyed deep appreciation for their service.  In moments of crisis, what the people need most is the healing touch of compassion, and I am deeply grateful to our delegation for offering just that. It reaffirms our collective promise that as public representatives, we will always stand by the people in their hour of need.",@AntiNehruGandhi,2025-05-31T10:23:35.000Z,-1707489603044590000,en,negative,criticism,0.47,0.24,unrelated
"A human is one who has humanity and humanity is one who has compassion. Swami Vivekananda says that if a person does not have compassion for others, no matter how great a scholar he is, he cannot achieve anything in his life. Actually, compassion is emotional and without","A human is one who has humanity and humanity is one who has compassion. Swami Vivekananda says that if a person does not have compassion for others, no matter how great a scholar he is, he cannot achieve anything in his life. Actually, compassion is emotional and without","A human is one who has humanity and humanity is one who has compassion. Swami Vivekananda says that if a person does not have compassion for others, no matter how great a scholar he is, he cannot achieve anything in his life. Actually, compassion is emotional and without","I deeply appreciate the efforts of our 5-member delegation who visited the border districts of Poonch and Rajouri, recently affected by cross-border shelling. They met grieving families, shared in their sorrow, and offered words of comfort and support during this time of immense pain.  The delegation also visited the Government Medical College in Rajouri to check on those injured and undergoing treatment. They interacted with the attending doctors and conveyed deep appreciation for their service.  In moments of crisis, what the people need most is the healing touch of compassion, and I am deeply grateful to our delegation for offering just that. It reaffirms our collective promise that as public representatives, we will always stand by the people in their hour of need.",@kanchan modi,2025-05-24T17:06:36.000Z,-1707489603044590000,en,neutral,support,0.43,0.14,unrelated
Didi visit #Murshidabad,Didi visit #Murshidabad,Didi visit #Murshidabad,"I deeply appreciate the efforts of our 5-member delegation who visited the border districts of Poonch and Rajouri, recently affected by cross-border shelling. They met grieving families, shared in their sorrow, and offered words of comfort and support during this time of immense pain.  The delegation also visited the Government Medical College in Rajouri to check on those injured and undergoing treatment. They interacted with the attending doctors and conveyed deep appreciation for their service.  In moments of crisis, what the people need most is the healing touch of compassion, and I am deeply grateful to our delegation for offering just that. It reaffirms our collective promise that as public representatives, we will always stand by the people in their hour of need.",@mukherjiking,2025-05-24T17:15:29.000Z,-1707489603044590000,id,neutral,support,0.46,0.45,unrelated
The Central Govt is totally shameless. While PM and others are busy trying to take credit for Operation Sindoor none visited the injured civilians due to Pakistan shelling. Thanks to Didi who sent the delegation to find out the plight of these poor civilians,The Central Govt is totally shameless. While PM and others are busy trying to take credit for Operation Sindoor none visited the injured civilians due to Pakistan shelling. Thanks to Didi who sent the delegation to find out the plight of these poor civilians,The Central Govt is totally shameless. While PM and others are busy trying to take credit for Operation Sindoor none visited the injured civilians due to Pakistan shelling. Thanks to Didi who sent the delegation to find out the plight of these poor civilians,"I deeply appreciate the efforts of our 5-member delegation who visited the border districts of Poonch and Rajouri, recently affected by cross-border shelling. They met grieving families, shared in their sorrow, and offered words of comfort and support during this time of immense pain.  The delegation also visited the Government Medical College in Rajouri to check on those injured and undergoing treatment. They interacted with the attending doctors and conveyed deep appreciation for their service.  In moments of crisis, what the people need most is the healing touch of compassion, and I am deeply grateful to our delegation for offering just that. It reaffirms our collective promise that as public representatives, we will always stand by the people in their hour of need.",@snmajumdar,2025-05-24T17:45:42.000Z,-1707489603044590000,en,negative,insult,0.92,0.45,unrelated
জয় বাংলা,জয় বাংলা,জয় বাংলা,"I deeply appreciate the efforts of our 5-member delegation who visited the border districts of Poonch and Rajouri, recently affected by cross-border shelling. They met grieving families, shared in their sorrow, and offered words of comfort and support during this time of immense pain.  The delegation also visited the Government Medical College in Rajouri to check on those injured and undergoing treatment. They interacted with the attending doctors and conveyed deep appreciation for their service.  In moments of crisis, what the people need most is the healing touch of compassion, and I am deeply grateful to our delegation for offering just that. It reaffirms our collective promise that as public representatives, we will always stand by the people in their hour of need.",@sharukk28871481,2025-05-25T13:57:12.000Z,-1707489603044590000,bn,positive,support,0.53,0.28,unrelated
Well done,Well done,Well done,"I deeply appreciate the efforts of our 5-member delegation who visited the border districts of Poonch and Rajouri, recently affected by cross-border shelling. They met grieving families, shared in their sorrow, and offered words of comfort and support during this time of immense pain.  The delegation also visited the Government Medical College in Rajouri to check on those injured and undergoing treatment. They interacted with the attending doctors and conveyed deep appreciation for their service.  In moments of crisis, what the people need most is the healing touch of compassion, and I am deeply grateful to our delegation for offering just that. It reaffirms our collective promise that as public representatives, we will always stand by the people in their hour of need.",@PradipMondalTMC,2025-05-26T08:03:41.000Z,-1707489603044590000,it,positive,praise,0.79,0.15,unrelated
